survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,passenger_id
0,2,male,70.0,0,0,10.5,S,Second,man,True,E,Southampton,no,True,672
1,2,male,31.0,0,0,13.0,S,Second,man,True,F,Southampton,yes,True,673
0,2,male,28.0,0,0,0.0,S,Second,man,True,F,Southampton,no,True,674
0,3,male,18.0,0,0,7.775,S,Third,man,True,F,Southampton,no,True,675
0,3,male,24.5,0,0,8.05,S,Third,man,True,E,Southampton,no,True,676
1,3,female,18.0,0,0,9.8417,S,Third,woman,False,E,Southampton,yes,True,677
0,3,female,43.0,1,6,46.9,S,Third,woman,False,F,Southampton,no,False,678
1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,679
0,3,female,18.0,0,0,8.1375,Q,Third,woman,False,E,Queenstown,no,True,680
1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,681
0,3,male,20.0,0,0,9.225,S,Third,man,True,E,Southampton,no,True,682
0,3,male,14.0,5,2,46.9,S,Third,child,False,F,Southampton,no,False,683
0,2,male,60.0,1,1,39.0,S,Second,man,True,F,Southampton,no,False,684
0,2,male,25.0,1,2,41.5792,C,Second,man,True,F,Cherbourg,no,False,685
0,3,male,14.0,4,1,39.6875,S,Third,child,False,F,Southampton,no,False,686
0,3,male,19.0,0,0,10.1708,S,Third,man,True,E,Southampton,no,True,687
0,3,male,18.0,0,0,7.7958,S,Third,man,True,F,Southampton,no,True,688
1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,689
1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,690
1,3,female,4.0,0,1,13.4167,C,Third,child,False,E,Cherbourg,yes,False,691
1,3,male,18.0,0,0,56.4958,S,Third,man,True,F,Southampton,yes,True,692
0,3,male,25.0,0,0,7.225,C,Third,man,True,F,Cherbourg,no,True,693
0,1,male,60.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,694
0,2,male,52.0,0,0,13.5,S,Second,man,True,F,Southampton,no,True,695
0,3,male,44.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,696
1,3,female,18.0,0,0,7.7333,Q,Third,woman,False,F,Queenstown,yes,True,697
0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,698
0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,699
1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,700
1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,701
0,3,female,18.0,0,1,14.4542,C,Third,woman,False,E,Cherbourg,no,False,702
0,3,male,25.0,0,0,7.7417,Q,Third,man,True,F,Queenstown,no,True,703
0,3,male,26.0,1,0,7.8542,S,Third,man,True,E,Southampton,no,False,704
0,2,male,39.0,0,0,26.0,S,Second,man,True,F,Southampton,no,True,705
1,2,female,45.0,0,0,13.5,S,Second,woman,False,F,Southampton,yes,True,706
1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,707
1,1,female,22.0,0,0,151.55,S,First,woman,False,B,Southampton,yes,True,708
1,3,male,18.0,1,1,15.2458,C,Third,man,True,E,Cherbourg,yes,False,709
1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,710
0,1,male,29.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,711
1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,712
0,3,male,29.0,0,0,9.4833,S,Third,man,True,E,Southampton,no,True,713
0,2,male,52.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,714
0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,715
1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,716
1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,717
0,3,male,18.0,0,0,15.5,Q,Third,man,True,D,Queenstown,no,True,718
0,3,male,33.0,0,0,7.775,S,Third,man,True,F,Southampton,no,True,719
1,2,female,6.0,0,1,33.0,S,Second,child,False,F,Southampton,yes,False,720
0,3,male,17.0,1,0,7.0542,S,Third,man,True,E,Southampton,no,False,721
0,2,male,34.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,722
0,2,male,50.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,723
1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,724
0,3,male,20.0,0,0,8.6625,S,Third,man,True,E,Southampton,no,True,725
1,2,female,30.0,3,0,21.0,S,Second,woman,False,F,Southampton,yes,False,726
1,3,female,18.0,0,0,7.7375,Q,Third,woman,False,F,Queenstown,yes,True,727
0,2,male,25.0,1,0,26.0,S,Second,man,True,F,Southampton,no,False,728
0,3,female,25.0,1,0,7.925,S,Third,woman,False,E,Southampton,no,False,729
1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,730
0,3,male,11.0,0,0,18.7875,C,Third,child,False,D,Cherbourg,no,True,731
0,2,male,39.0,0,0,0.0,S,Second,man,True,F,Southampton,no,True,732
0,2,male,23.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,733
0,2,male,23.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,734
0,3,male,28.5,0,0,16.1,S,Third,man,True,F,Southampton,no,True,735
0,3,female,48.0,1,3,34.375,S,Third,woman,False,F,Southampton,no,False,736
1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,737
0,3,male,18.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,738
0,3,male,18.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,739
1,1,male,35.0,0,0,30.0,S,First,man,True,D,Southampton,yes,True,740
0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,741
1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,742
0,3,male,24.0,1,0,16.1,S,Third,man,True,E,Southampton,no,False,743
1,3,male,31.0,0,0,7.925,S,Third,man,True,F,Southampton,yes,True,744
0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,745
0,3,male,16.0,1,1,20.25,S,Third,man,True,F,Southampton,no,False,746
1,2,female,30.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,747
0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,748
0,3,male,31.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,749
1,2,female,4.0,1,1,23.0,S,Second,child,False,F,Southampton,yes,False,750
1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,751
0,3,male,33.0,0,0,9.5,S,Third,man,True,E,Southampton,no,True,752
0,3,male,23.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,753
1,2,female,48.0,1,2,65.0,S,Second,woman,False,F,Southampton,yes,False,754
1,2,male,0.67,1,1,14.5,S,Second,child,False,E,Southampton,yes,False,755
0,3,male,28.0,0,0,7.7958,S,Third,man,True,F,Southampton,no,True,756
0,2,male,18.0,0,0,11.5,S,Second,man,True,E,Southampton,no,True,757
0,3,male,34.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,758
1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,759
0,3,male,18.0,0,0,14.5,S,Third,man,True,F,Southampton,no,True,760
0,3,male,41.0,0,0,7.125,S,Third,man,True,F,Southampton,no,True,761
1,3,male,20.0,0,0,7.2292,C,Third,man,True,F,Cherbourg,yes,True,762
1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,763
0,3,male,16.0,0,0,7.775,S,Third,man,True,F,Southampton,no,True,764
1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,765
0,1,male,29.0,0,0,39.6,C,First,man,True,A,Cherbourg,no,True,766
0,3,female,30.5,0,0,7.75,Q,Third,woman,False,F,Queenstown,no,True,767
0,3,male,18.0,1,0,24.15,Q,Third,man,True,F,Queenstown,no,False,768
0,3,male,32.0,0,0,8.3625,S,Third,man,True,E,Southampton,no,True,769
0,3,male,24.0,0,0,9.5,S,Third,man,True,E,Southampton,no,True,770
0,3,male,48.0,0,0,7.8542,S,Third,man,True,F,Southampton,no,True,771
0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,772
0,3,male,18.0,0,0,7.225,C,Third,man,True,F,Cherbourg,no,True,773
1,2,female,54.0,1,3,23.0,S,Second,woman,False,F,Southampton,yes,False,774
0,3,male,18.0,0,0,7.75,S,Third,man,True,F,Southampton,no,True,775
0,3,male,18.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,776
1,3,female,5.0,0,0,12.475,S,Third,child,False,F,Southampton,yes,True,777
0,3,male,18.0,0,0,7.7375,Q,Third,man,True,F,Queenstown,no,True,778
1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,779
1,3,female,13.0,0,0,7.2292,C,Third,child,False,F,Cherbourg,yes,True,780
1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,781
0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,782
0,3,male,18.0,1,2,23.45,S,Third,man,True,F,Southampton,no,False,783
0,3,male,25.0,0,0,7.05,S,Third,man,True,F,Southampton,no,True,784
0,3,male,25.0,0,0,7.25,S,Third,man,True,F,Southampton,no,True,785
1,3,female,18.0,0,0,7.4958,S,Third,woman,False,F,Southampton,yes,True,786
0,3,male,8.0,4,1,29.125,Q,Third,child,False,F,Queenstown,no,False,787
1,3,male,1.0,1,2,20.575,S,Third,child,False,F,Southampton,yes,False,788
0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,789
0,3,male,18.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,790
0,2,male,16.0,0,0,26.0,S,Second,man,True,F,Southampton,no,True,791
0,3,female,18.0,8,2,69.55,S,Third,woman,False,F,Southampton,no,False,792
0,1,male,29.0,0,0,30.6958,C,First,man,True,A,Cherbourg,no,True,793
0,3,male,25.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,794
0,2,male,39.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,795
1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,796
1,3,female,31.0,0,0,8.6833,S,Third,woman,False,E,Southampton,yes,True,797
0,3,male,30.0,0,0,7.2292,C,Third,man,True,F,Cherbourg,no,True,798
0,3,female,30.0,1,1,24.15,S,Third,woman,False,F,Southampton,no,False,799
0,2,male,34.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,800
1,2,female,31.0,1,1,26.25,S,Second,woman,False,F,Southampton,yes,False,801
1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,802
1,3,male,0.42,0,1,8.5167,C,Third,child,False,E,Cherbourg,yes,False,803
1,3,male,27.0,0,0,6.975,S,Third,man,True,F,Southampton,yes,True,804
0,3,male,31.0,0,0,7.775,S,Third,man,True,F,Southampton,no,True,805
0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,806
0,3,female,18.0,0,0,7.775,S,Third,woman,False,F,Southampton,no,True,807
0,2,male,39.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,808
1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,809
0,3,male,26.0,0,0,7.8875,S,Third,man,True,F,Southampton,no,True,810
0,3,male,39.0,0,0,24.15,S,Third,man,True,F,Southampton,no,True,811
0,2,male,35.0,0,0,10.5,S,Second,man,True,E,Southampton,no,True,812
0,3,female,6.0,4,2,31.275,S,Third,child,False,F,Southampton,no,False,813
0,3,male,30.5,0,0,8.05,S,Third,man,True,E,Southampton,no,True,814
0,1,male,29.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,815
0,3,female,23.0,0,0,7.925,S,Third,woman,False,F,Southampton,no,True,816
0,2,male,31.0,1,1,37.0042,C,Second,man,True,F,Cherbourg,no,False,817
0,3,male,43.0,0,0,6.45,S,Third,man,True,F,Southampton,no,True,818
0,3,male,10.0,3,2,27.9,S,Third,child,False,F,Southampton,no,False,819
1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,820
1,3,male,27.0,0,0,8.6625,S,Third,man,True,E,Southampton,yes,True,821
0,1,male,38.0,0,0,0.0,S,First,man,True,D,Southampton,no,True,822
1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,823
0,3,male,2.0,4,1,39.6875,S,Third,child,False,F,Southampton,no,False,824
0,3,male,18.0,0,0,6.95,Q,Third,man,True,F,Queenstown,no,True,825
0,3,male,18.0,0,0,56.4958,S,Third,man,True,F,Southampton,no,True,826
1,2,male,1.0,0,2,37.0042,C,Second,child,False,F,Cherbourg,yes,False,827
1,3,male,18.0,0,0,7.75,Q,Third,man,True,F,Queenstown,yes,True,828
1,1,female,62.0,0,0,80.0,S,First,woman,False,B,Southampton,yes,True,829
1,3,female,15.0,1,0,14.4542,C,Third,child,False,E,Cherbourg,yes,False,830
1,2,male,0.83,1,1,18.75,S,Second,child,False,E,Southampton,yes,False,831
0,3,male,18.0,0,0,7.2292,C,Third,man,True,F,Cherbourg,no,True,832
0,3,male,23.0,0,0,7.8542,S,Third,man,True,F,Southampton,no,True,833
0,3,male,18.0,0,0,8.3,S,Third,man,True,E,Southampton,no,True,834
1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,835
0,3,male,21.0,0,0,8.6625,S,Third,man,True,E,Southampton,no,True,836
0,3,male,17.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,837
1,3,male,32.0,0,0,56.4958,S,Third,man,True,F,Southampton,yes,True,838
1,1,male,35.0,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True,839
0,3,male,20.0,0,0,7.925,S,Third,man,True,F,Southampton,no,True,840
0,2,male,16.0,0,0,10.5,S,Second,man,True,E,Southampton,no,True,841
1,1,female,30.0,0,0,31.0,C,First,woman,False,A,Cherbourg,yes,True,842
0,3,male,34.5,0,0,6.4375,C,Third,man,True,F,Cherbourg,no,True,843
0,3,male,17.0,0,0,8.6625,S,Third,man,True,E,Southampton,no,True,844
0,3,male,42.0,0,0,7.55,S,Third,man,True,F,Southampton,no,True,845
0,3,male,17.0,8,2,69.55,S,Third,man,True,F,Southampton,no,False,846
0,3,male,35.0,0,0,7.8958,C,Third,man,True,F,Cherbourg,no,True,847
0,2,male,28.0,0,1,33.0,S,Second,man,True,F,Southampton,no,False,848
1,1,female,39.0,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,849
0,3,male,4.0,4,2,31.275,S,Third,child,False,F,Southampton,no,False,850
0,3,male,74.0,0,0,7.775,S,Third,man,True,F,Southampton,no,True,851
0,3,female,9.0,1,1,15.2458,C,Third,child,False,E,Cherbourg,no,False,852
1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,853
0,2,female,44.0,1,0,26.0,S,Second,woman,False,F,Southampton,no,False,854
1,3,female,18.0,0,1,9.35,S,Third,woman,False,E,Southampton,yes,False,855
1,1,female,45.0,1,1,164.8667,S,First,woman,False,B,Southampton,yes,False,856
1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,857
1,3,female,24.0,0,3,19.2583,C,Third,woman,False,E,Cherbourg,yes,False,858
0,3,male,17.0,0,0,7.2292,C,Third,man,True,F,Cherbourg,no,True,859
0,3,male,41.0,2,0,14.1083,S,Third,man,True,E,Southampton,no,False,860
0,2,male,21.0,1,0,11.5,S,Second,man,True,E,Southampton,no,False,861
1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,862
0,3,female,19.0,8,2,69.55,S,Third,woman,False,F,Southampton,no,False,863
0,2,male,24.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,864
1,2,female,42.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,865
1,2,female,27.0,1,0,13.8583,C,Second,woman,False,E,Cherbourg,yes,False,866
0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,867
0,3,male,19.0,0,0,9.5,S,Third,man,True,E,Southampton,no,True,868
1,3,male,4.0,1,1,11.1333,S,Third,child,False,E,Southampton,yes,False,869
0,3,male,26.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,870
1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,871
0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,872
0,3,male,47.0,0,0,9.0,S,Third,man,True,E,Southampton,no,True,873
1,2,female,28.0,1,0,24.0,C,Second,woman,False,F,Cherbourg,yes,False,874
1,3,female,15.0,0,0,7.225,C,Third,child,False,F,Cherbourg,yes,True,875
0,3,male,20.0,0,0,9.8458,S,Third,man,True,E,Southampton,no,True,876
0,3,male,19.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,877
0,3,male,19.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,878
1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,879
1,2,female,25.0,0,1,26.0,S,Second,woman,False,F,Southampton,yes,False,880
0,3,male,33.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,881
0,3,female,22.0,0,0,10.5167,S,Third,woman,False,E,Southampton,no,True,882
0,2,male,28.0,0,0,10.5,S,Second,man,True,E,Southampton,no,True,883
0,3,male,25.0,0,0,7.05,S,Third,man,True,F,Southampton,no,True,884
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,F,Queenstown,no,False,885
0,2,male,27.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,886
1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,887
0,3,female,19.0,1,2,23.45,S,Third,woman,False,F,Southampton,no,False,888
1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,889
0,3,male,32.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,890
